rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
66,doi:10.1109/tie.2020.3026289,Robust Tracking Model Predictive Control With Quadratic Robustness Constraint for Mobile Robots With Incremental Input Constraints,2020,IEEE Transactions on Industrial Electronics,https://doi.org/10.1109/tie.2020.3026289,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.21203/rs.3.rs-6649588/v1,Probabilistic Multi-Robot Planning with Temporal Tasks and Communication Constraints,,,https://doi.org/10.21203/rs.3.rs-6649588/v1,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.54209/elimensi.v3i02.408,Reinforcement Learning-Based Model Predictive Controller for Mobile Robots in Dynamic Environments with Safety Constraints,2025,Journal of Electrical Engineering,https://doi.org/10.54209/elimensi.v3i02.408,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.1109/lcsys.2023.3329518,Robust Adaptive Control Barrier Functions for Input-Affine Systems: Application to Uncertain Manipulator Safety Constraints,2024,IEEE Control Systems Letters,https://doi.org/10.1109/lcsys.2023.3329518,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1049/csy2.70046,An Articulated Continuum Robot for Turbine Blade Inspection With Kinematics Enabling Constraint‐Aware Motion Planning and Execution,2026,IET Cyber-Systems and Robotics,https://doi.org/10.1049/csy2.70046,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.3390/e27010038,A Novel Hyper-Heuristic Algorithm with Soft and Hard Constraints for Causal Discovery Using a Linear Structural Equation Model,2025,Entropy,https://doi.org/10.3390/e27010038,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.1109/icra57147.2024.10611447,Plug in the Safety Chip: Enforcing Constraints for LLM-driven Robot Agents,2024,,https://doi.org/10.1109/icra57147.2024.10611447,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.1109/ssrr50563.2020.9292578,Improving Bounds on Occluded Vehicle States for Use in Safe Motion Planning,2020,"2020 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",https://doi.org/10.1109/ssrr50563.2020.9292578,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.1109/tvt.2019.2930684,Trajectory Planning and Safety Assessment of Autonomous Vehicles Based on Motion Prediction and Model Predictive Control,2019,IEEE Transactions on Vehicular Technology,https://doi.org/10.1109/tvt.2019.2930684,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
75,arxiv:2503.07238v1,Learning and planning for optimal synergistic human-robot coordination in manufacturing contexts,2025,arXiv,http://arxiv.org/abs/2503.07238v1,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.1109/iros45743.2020.9341334,Model Predictive Control for a Tendon-Driven Surgical Robot with Safety Constraints in Kinematics and Dynamics,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros45743.2020.9341334,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1016/j.jchf.2019.05.003,Real-World Evidence for Medication Safety,2019,JACC: Heart Failure,https://doi.org/10.1016/j.jchf.2019.05.003,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.1177/02783649231209337,Multilevel motion planning: A fiber bundle formulation,2024,The International Journal of Robotics Research,https://doi.org/10.1177/02783649231209337,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
79,doi:10.1115/1.861rob_ch11,Self-Motion Planning with ZIV Constraint,2017,Robot Manipulator Redundancy Resolution,https://doi.org/10.1115/1.861rob_ch11,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.3390/pr10040728,A Novel Point-to-Point Trajectory Planning Algorithm for Industrial Robots Based on a Locally Asymmetrical Jerk Motion Profile,2022,Processes,https://doi.org/10.3390/pr10040728,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.1115/detc2007-34780,Path-Constrained Motion Planning for Robotics Based on Kinematic Constraints,2007,"Volume 8: 31st Mechanisms and Robotics Conference, Parts A and B",https://doi.org/10.1115/detc2007-34780,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.1108/ir-04-2025-0142,Vision-based human–robot object handover in dynamic environments: a safety-aware framework with real-time anthropomorphic planning,2026,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-04-2025-0142,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.2139/ssrn.6396595,Application of Large Language Model-Driven Pairwise Constrained Clustering Fusion Algorithm in New Intent Discovery,,,https://doi.org/10.2139/ssrn.6396595,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.3390/su18104683,Sustainable Transportation Decision-Making Enabled by Specialized Large Language Models: A Supervised Fine-Tuning Framework for Route Planning,2026,Sustainability,https://doi.org/10.3390/su18104683,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.24963/ijcai.2025/1115,Large Language Model Meets Constraint Propagation,2025,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence,https://doi.org/10.24963/ijcai.2025/1115,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.1115/1.4070027,Sampling-Based Planning and Predictive Control for Energy Management of a Shipboard Integrated Power System With High Ramp Rate Load,2026,"Journal of Dynamic Systems, Measurement, and Control",https://doi.org/10.1115/1.4070027,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.70777/si.v2i2.14741,Review: Safety at Scale: Comprehensive Survey of Large Model Safety,2025,SuperIntelligence - Robotics - Safety & Alignment,https://doi.org/10.70777/si.v2i2.14741,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.3390/robotics14030032,Enhanced Hybrid Artificial Fish Swarm Algorithm for Three-Dimensional Path Planning Applied to Robotic Systems,2025,Robotics,https://doi.org/10.3390/robotics14030032,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.1145/3564696,Multiple Mobile Robot Task and Motion Planning: A Survey,2023,ACM Computing Surveys,https://doi.org/10.1145/3564696,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.3390/jmse12091655,Autonomous Underwater Vehicle (AUV) Motion Design: Integrated Path Planning and Trajectory Tracking Based on Model Predictive Control (MPC),2024,Journal of Marine Science and Engineering,https://doi.org/10.3390/jmse12091655,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.1177/0278364917712421,Funnel libraries for real-time robust feedback motion planning,2017,The International Journal of Robotics Research,https://doi.org/10.1177/0278364917712421,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
92,arxiv:2011.01552v2,Efficient Sampling of Transition Constraints for Motion Planning under Sliding Contacts,2020,arXiv,http://arxiv.org/abs/2011.01552v2,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
93,doi:10.1049/iet-cta.2017.0298,MPC motion planning‐based sliding mode control for underactuated WPS vehicle via Olfati transformation,2018,IET Control Theory & Applications,https://doi.org/10.1049/iet-cta.2017.0298,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
94,doi:10.1145/3648004,Cooperative Driving of Connected Autonomous vehicle using Responsibility Sensitive Safety Rules: A Control Barrier Functions Approach,2024,ACM Transactions on Cyber-Physical Systems,https://doi.org/10.1145/3648004,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
95,doi:10.1109/lcsys.2024.3518393,Rectified Control Barrier Functions for High-Order Safety Constraints,2024,IEEE Control Systems Letters,https://doi.org/10.1109/lcsys.2024.3518393,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
96,doi:10.3390/app10051635,Adaptive Cruise Control Based on Model Predictive Control with Constraints Softening,2020,Applied Sciences,https://doi.org/10.3390/app10051635,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
97,doi:10.1002/cesm.12041/v2/decision1,"Decision letter for ""The use of a large language model to create plain language summaries of evidence reviews in healthcare: A feasibility study""",2024,,https://doi.org/10.1002/cesm.12041/v2/decision1,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
98,doi:10.1002/cesm.12041/v2/response1,"Author response for ""The use of a large language model to create plain language summaries of evidence reviews in healthcare: A feasibility study""",2024,,https://doi.org/10.1002/cesm.12041/v2/response1,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
99,doi:10.20944/preprints202406.1971.v1,MT-SIPP: An Efficient Collision-Free Multi-chain Robot Path Planning Algorithm,,,https://doi.org/10.20944/preprints202406.1971.v1,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
100,doi:10.1108/ir-03-2020-0063,A survey of energy-efficient motion planning for wheeled mobile robots,2020,Industrial Robot: the international journal of robotics research and application,https://doi.org/10.1108/ir-03-2020-0063,Addresses robot planning and safety or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Constraint discovery from aborted actions keeps action-critical alternatives explicit until a physical observation collapses them.
